itemset	entry	name
615	42721	Gladiator's Felweave Raiment
615	42722	Gladiator's Felweave Trousers
616	29515	Ebon Netherscale Breastplate
616	29516	Ebon Netherscale Belt
616	29517	Ebon Netherscale Bracers
617	29519	Netherstrike Breastplate
617	29520	Netherstrike Belt
617	29521	Netherstrike Bracers
618	29522	Windhawk Hauberk
618	29523	Windhawk Bracers
618	29524	Windhawk Belt
619	29525	Primalstrike Vest
619	29526	Primalstrike Belt
619	29527	Primalstrike Bracers
620	27509	Handgrips of Assassination
620	27776	Shoulderpads of Assassination
620	27908	Leggings of Assassination
620	28204	Tunic of Assassination
620	28414	Helm of Assassination
621	29044	Netherblade Facemask
621	29045	Netherblade Chestpiece
621	29046	Netherblade Breeches
621	29047	Netherblade Shoulderpads
621	29048	Netherblade Gloves
622	30144	Deathmantle Chestguard
622	30145	Deathmantle Handguards
622	30146	Deathmantle Helm
622	30148	Deathmantle Legguards
622	30149	Deathmantle Shoulderpads
623	27535	Gauntlets of the Righteous
623	27739	Spaulders of the Righteous
623	27839	Legplates of the Righteous
623	28203	Breastplate of the Righteous
623	28285	Helm of the Righteous
624	29061	Justicar Diadem
624	29062	Justicar Chestpiece
624	29063	Justicar Leggings
624	29064	Justicar Pauldrons
624	29065	Justicar Gloves
625	29066	Justicar Chestguard
625	29067	Justicar Handguards
625	29068	Justicar Faceguard
625	29069	Justicar Legguards
625	29070	Justicar Shoulderguards
626	29071	Justicar Breastplate
626	29072	Justicar Gauntlets
626	29073	Justicar Crown
626	29074	Justicar Greaves
626	29075	Justicar Shoulderplates
627	30134	Crystalforge Chestpiece
627	30135	Crystalforge Gloves
627	30136	Crystalforge Greathelm
627	30137	Crystalforge Leggings
627	30138	Crystalforge Pauldrons
628	30123	Crystalforge Chestguard
628	30124	Crystalforge Handguards
628	30125	Crystalforge Faceguard
628	30126	Crystalforge Legguards
628	30127	Crystalforge Shoulderguards
629	30129	Crystalforge Breastplate
629	30130	Crystalforge Gauntlets
629	30131	Crystalforge War-Helm
629	30132	Crystalforge Greaves
629	30133	Crystalforge Shoulderbraces
630	27510	Tidefury Gauntlets
630	27802	Tidefury Shoulderguards
630	27909	Tidefury Kilt
630	28231	Tidefury Chestpiece
630	28349	Tidefury Helm
631	29028	Cyclone Headdress
631	29029	Cyclone Hauberk
631	29030	Cyclone Kilt
631	29031	Cyclone Shoulderpads
631	29032	Cyclone Gloves
632	29033	Cyclone Chestguard
632	29034	Cyclone Handguards
632	29035	Cyclone Faceguard
632	29036	Cyclone Legguards
632	29037	Cyclone Shoulderguards
633	29038	Cyclone Breastplate
633	29039	Cyclone Gauntlets
633	29040	Cyclone Helm
633	29042	Cyclone War-Kilt
633	29043	Cyclone Shoulderplates
634	30164	Cataclysm Chestguard
634	30165	Cataclysm Gloves
634	30166	Cataclysm Headguard
634	30167	Cataclysm Legguards
634	30168	Cataclysm Shoulderguards
635	30169	Cataclysm Chestpiece
635	30170	Cataclysm Handgrips
635	30171	Cataclysm Headpiece
635	30172	Cataclysm Leggings
635	30173	Cataclysm Shoulderpads
636	30185	Cataclysm Chestplate
636	30189	Cataclysm Gauntlets
636	30190	Cataclysm Helm
636	30192	Cataclysm Legplates
636	30194	Cataclysm Shoulderplates
637	27468	Moonglade Handwraps
637	27737	Moonglade Shoulders
637	27873	Moonglade Pants
637	28202	Moonglade Robe
637	28348	Moonglade Cowl
638	29086	Crown of Malorne
638	29087	Chestguard of Malorne
638	29088	Legguards of Malorne
638	29089	Shoulderguards of Malorne
638	29090	Handguards of Malorne
639	29091	Chestpiece of Malorne
639	29092	Gloves of Malorne
639	29093	Antlers of Malorne
639	29094	Britches of Malorne
639	29095	Pauldrons of Malorne
640	29096	Breastplate of Malorne
640	29097	Gauntlets of Malorne
640	29098	Stag-Helm of Malorne
640	29099	Greaves of Malorne
640	29100	Mantle of Malorne
641	30222	Nordrassil Chestplate
641	30223	Nordrassil Handgrips
641	30228	Nordrassil Headdress
641	30229	Nordrassil Feral-Kilt
641	30230	Nordrassil Feral-Mantle
642	30216	Nordrassil Chestguard
642	30217	Nordrassil Gloves
642	30219	Nordrassil Headguard
642	30220	Nordrassil Life-Kilt
642	30221	Nordrassil Life-Mantle
643	30231	Nordrassil Chestpiece
643	30232	Nordrassil Gauntlets
643	30233	Nordrassil Headpiece
643	30234	Nordrassil Wrath-Kilt
643	30235	Nordrassil Wrath-Mantle
644	27537	Gloves of Oblivion
644	27778	Spaulders of Oblivion
644	27948	Trousers of Oblivion
644	28232	Robe of Oblivion
644	28415	Hood of Oblivion
645	28963	Voidheart Crown
645	28964	Voidheart Robe
645	28966	Voidheart Leggings
645	28967	Voidheart Mantle
645	28968	Voidheart Gloves
646	30211	Gloves of the Corruptor
646	30212	Hood of the Corruptor
646	30213	Leggings of the Corruptor
646	30214	Robe of the Corruptor
646	30215	Mantle of the Corruptor
647	27508	Incanter's Gloves
647	27738	Incanter's Pauldrons
647	27838	Incanter's Trousers
647	28229	Incanter's Robe
647	28278	Incanter's Cowl
648	29076	Collar of the Aldor
648	29077	Vestments of the Aldor
648	29078	Legwraps of the Aldor
648	29079	Pauldrons of the Aldor
648	29080	Gloves of the Aldor
649	30196	Robes of Tirisfal
649	30205	Gloves of Tirisfal
649	30206	Cowl of Tirisfal
649	30207	Leggings of Tirisfal
649	30210	Mantle of Tirisfal
650	27474	Beast Lord Handguards
650	27801	Beast Lord Mantle
650	27874	Beast Lord Leggings
650	28228	Beast Lord Cuirass
650	28275	Beast Lord Helm
651	29081	Demon Stalker Greathelm
651	29082	Demon Stalker Harness
651	29083	Demon Stalker Greaves
651	29084	Demon Stalker Shoulderguards
651	29085	Demon Stalker Gauntlets
652	30139	Rift Stalker Hauberk
652	30140	Rift Stalker Gauntlets
652	30141	Rift Stalker Helm
652	30142	Rift Stalker Leggings
652	30143	Rift Stalker Mantle
653	27475	Gauntlets of the Bold
653	27803	Shoulderguards of the Bold
653	27977	Legplates of the Bold
653	28205	Breastplate of the Bold
653	28350	Warhelm of the Bold
654	29011	Warbringer Greathelm
654	29012	Warbringer Chestguard
654	29015	Warbringer Legguards
654	29016	Warbringer Shoulderguards
654	29017	Warbringer Handguards
655	29019	Warbringer Breastplate
655	29020	Warbringer Gauntlets
655	29021	Warbringer Battle-Helm
655	29022	Warbringer Greaves
655	29023	Warbringer Shoulderplates
656	30113	Destroyer Chestguard
656	30114	Destroyer Handguards
656	30115	Destroyer Greathelm
656	30116	Destroyer Legguards
656	30117	Destroyer Shoulderguards
657	30118	Destroyer Breastplate
657	30119	Destroyer Gauntlets
657	30120	Destroyer Battle-Helm
657	30121	Destroyer Greaves
657	30122	Destroyer Shoulderblades
658	27465	Mana-Etched Gloves
658	27796	Mana-Etched Spaulders
658	27907	Mana-Etched Pantaloons
658	28191	Mana-Etched Vestments
658	28193	Mana-Etched Crown
659	27531	Wastewalker Gloves
659	27797	Wastewalker Shoulderpads
659	27837	Wastewalker Leggings
659	28224	Wastewalker Helm
659	28264	Wastewalker Tunic
660	27528	Gauntlets of Desolation
660	27713	Pauldrons of Desolation
660	27936	Greaves of Desolation
660	28192	Helm of Desolation
660	28401	Hauberk of Desolation
661	27497	Doomplate Gauntlets
661	27771	Doomplate Shoulderguards
661	27870	Doomplate Legguards
661	28225	Doomplate Warhelm
661	28403	Doomplate Chestguard
662	27536	Hallowed Handwraps
662	27775	Hallowed Pauldrons
662	27875	Hallowed Trousers
662	28230	Hallowed Garments
662	28413	Hallowed Crown
663	29049	Light-Collar of the Incarnate
663	29050	Robes of the Incarnate
663	29053	Trousers of the Incarnate
663	29054	Light-Mantle of the Incarnate
663	29055	Handwraps of the Incarnate
664	29056	Shroud of the Incarnate
664	29057	Gloves of the Incarnate
664	29058	Soul-Collar of the Incarnate
664	29059	Leggings of the Incarnate
664	29060	Soul-Mantle of the Incarnate
665	30150	Vestments of the Avatar
665	30151	Gloves of the Avatar
665	30152	Cowl of the Avatar
665	30153	Breeches of the Avatar
665	30154	Mantle of the Avatar
666	30159	Shroud of the Avatar
666	30160	Handguards of the Avatar
666	30161	Hood of the Avatar
666	30162	Leggings of the Avatar
666	30163	Wings of the Avatar
667	31338	Charlotte's Ivy
667	31339	Lola's Eve
668	31026	Slayer's Handguards
668	31027	Slayer's Helm
668	31028	Slayer's Chestguard
668	31029	Slayer's Legguards
668	31030	Slayer's Shoulderpads
668	34448	Slayer's Bracers
668	34558	Slayer's Belt
668	34575	Slayer's Boots
669	31001	Gronnstalker's Gloves
669	31003	Gronnstalker's Helmet
669	31004	Gronnstalker's Chestguard
669	31005	Gronnstalker's Leggings
669	31006	Gronnstalker's Spaulders
669	34443	Gronnstalker's Bracers
669	34549	Gronnstalker's Belt
669	34570	Gronnstalker's Boots
670	31050	Gloves of the Malefic
670	31051	Hood of the Malefic
670	31052	Robe of the Malefic
670	31053	Leggings of the Malefic
670	31054	Mantle of the Malefic
670	34436	Bracers of the Malefic
670	34541	Belt of the Malefic
670	34564	Boots of the Malefic
671	31055	Gloves of the Tempest
671	31056	Cowl of the Tempest
671	31057	Robes of the Tempest
671	31058	Leggings of the Tempest
671	31059	Mantle of the Tempest
671	34447	Bracers of the Tempest
671	34557	Belt of the Tempest
671	34574	Boots of the Tempest
672	30969	Onslaught Gauntlets
672	30972	Onslaught Battle-Helm
672	30975	Onslaught Breastplate
672	30977	Onslaught Greaves
672	30979	Onslaught Shoulderblades
672	34441	Onslaught Bracers
672	34546	Onslaught Belt
672	34569	Onslaught Treads
673	30970	Onslaught Handguards
673	30974	Onslaught Greathelm
673	30976	Onslaught Chestguard
673	30978	Onslaught Legguards
673	30980	Onslaught Shoulderguards
673	34442	Onslaught Wristguards
673	34547	Onslaught Waistguard
673	34568	Onslaught Boots
674	31061	Handguards of Absolution
674	31064	Hood of Absolution
674	31065	Shroud of Absolution
674	31067	Leggings of Absolution
674	31070	Shoulderpads of Absolution
674	34434	Bracers of Absolution
674	34528	Cord of Absolution
674	34563	Treads of Absolution
675	31060	Gloves of Absolution
675	31063	Cowl of Absolution
675	31066	Vestments of Absolution
675	31068	Breeches of Absolution
675	31069	Mantle of Absolution
675	34435	Cuffs of Absolution
675	34527	Belt of Absolution
675	34562	Boots of Absolution
676	31034	Thunderheart Gauntlets
676	31039	Thunderheart Cover
676	31042	Thunderheart Chestguard
676	31044	Thunderheart Leggings
676	31048	Thunderheart Pauldrons
676	34444	Thunderheart Wristguards
676	34556	Thunderheart Waistguard
676	34573	Thunderheart Treads
677	31035	Thunderheart Handguards
677	31040	Thunderheart Headguard
677	31043	Thunderheart Vest
677	31046	Thunderheart Pants
677	31049	Thunderheart Shoulderpads
677	34446	Thunderheart Bands
677	34555	Thunderheart Cord
677	34572	Thunderheart Footwraps
678	31032	Thunderheart Gloves
678	31037	Thunderheart Helmet
678	31041	Thunderheart Tunic
678	31045	Thunderheart Legguards
678	31047	Thunderheart Spaulders
678	34445	Thunderheart Bracers
678	34554	Thunderheart Belt
678	34571	Thunderheart Boots
679	30985	Lightbringer Handguards
679	30987	Lightbringer Faceguard
679	30991	Lightbringer Chestguard
679	30995	Lightbringer Legguards
679	30998	Lightbringer Shoulderguards
679	34433	Lightbringer Wristguards
679	34488	Lightbringer Waistguard
679	34560	Lightbringer Stompers
680	30982	Lightbringer Gauntlets
680	30989	Lightbringer War-Helm
680	30990	Lightbringer Breastplate
680	30993	Lightbringer Greaves
680	30997	Lightbringer Shoulderbraces
680	34431	Lightbringer Bands
680	34485	Lightbringer Girdle
680	34561	Lightbringer Boots
681	30983	Lightbringer Gloves
681	30988	Lightbringer Greathelm
681	30992	Lightbringer Chestpiece
681	30994	Lightbringer Leggings
681	30996	Lightbringer Pauldrons
681	34432	Lightbringer Bracers
681	34487	Lightbringer Belt
681	34559	Lightbringer Treads
682	31011	Skyshatter Grips
682	31015	Skyshatter Cover
682	31018	Skyshatter Tunic
682	31021	Skyshatter Pants
682	31024	Skyshatter Pauldrons
682	34439	Skyshatter Wristguards
682	34545	Skyshatter Girdle
682	34567	Skyshatter Greaves
683	31007	Skyshatter Gloves
683	31012	Skyshatter Helmet
683	31016	Skyshatter Chestguard
683	31019	Skyshatter Leggings
683	31022	Skyshatter Shoulderpads
683	34438	Skyshatter Bracers
683	34543	Skyshatter Belt
683	34565	Skyshatter Boots
684	31008	Skyshatter Gauntlets
684	31014	Skyshatter Headguard
684	31017	Skyshatter Breastplate
684	31020	Skyshatter Legguards
684	31023	Skyshatter Mantle
684	34437	Skyshatter Bands
684	34542	Skyshatter Cord
684	34566	Skyshatter Treads
685	31375	Gladiator's Kodohide Gloves
685	31376	Gladiator's Kodohide Helm
685	31377	Gladiator's Kodohide Legguards
685	31378	Gladiator's Kodohide Spaulders
685	31379	Gladiator's Kodohide Tunic
685	31987	Merciless Gladiator's Kodohide Gloves
685	31988	Merciless Gladiator's Kodohide Helm
685	31989	Merciless Gladiator's Kodohide Legguards
685	31990	Merciless Gladiator's Kodohide Spaulders
685	31991	Merciless Gladiator's Kodohide Tunic
685	33690	Vengeful Gladiator's Kodohide Gloves
685	33691	Vengeful Gladiator's Kodohide Helm
685	33692	Vengeful Gladiator's Kodohide Legguards
685	33693	Vengeful Gladiator's Kodohide Spaulders
685	33694	Vengeful Gladiator's Kodohide Tunic
685	35022	Brutal Gladiator's Kodohide Gloves
685	35023	Brutal Gladiator's Kodohide Helm
685	35024	Brutal Gladiator's Kodohide Legguards
685	35025	Brutal Gladiator's Kodohide Spaulders
685	35026	Brutal Gladiator's Kodohide Tunic
685	42680	Gladiator's Kodohide Gloves
685	42681	Gladiator's Kodohide Helm
685	42682	Gladiator's Kodohide Legguards
685	42683	Gladiator's Kodohide Spaulders
685	42684	Gladiator's Kodohide Tunic
686	31396	Gladiator's Ringmail Armor
686	31397	Gladiator's Ringmail Gauntlets
686	31400	Gladiator's Ringmail Helm
686	31406	Gladiator's Ringmail Leggings
686	31407	Gladiator's Ringmail Spaulders
686	32029	Merciless Gladiator's Ringmail Armor
686	32030	Merciless Gladiator's Ringmail Gauntlets
686	32031	Merciless Gladiator's Ringmail Helm
686	32032	Merciless Gladiator's Ringmail Leggings
686	32033	Merciless Gladiator's Ringmail Spaulders
686	33738	Vengeful Gladiator's Ringmail Armor
686	33739	Vengeful Gladiator's Ringmail Gauntlets
686	33740	Vengeful Gladiator's Ringmail Helm
686	33741	Vengeful Gladiator's Ringmail Leggings
686	33742	Vengeful Gladiator's Ringmail Spaulders
686	35077	Brutal Gladiator's Ringmail Armor
686	35078	Brutal Gladiator's Ringmail Gauntlets
686	35079	Brutal Gladiator's Ringmail Helm
686	35080	Brutal Gladiator's Ringmail Leggings
686	35081	Brutal Gladiator's Ringmail Spaulders
686	42664	Vengeful Gladiator's Ringmail Armor
686	42665	Vengeful Gladiator's Ringmail Gauntlets
686	42666	Vengeful Gladiator's Ringmail Helm
686	42667	Vengeful Gladiator's Ringmail Leggings
686	42668	Vengeful Gladiator's Ringmail Spaulders
687	31409	Gladiator's Mooncloth Gloves
687	31410	Gladiator's Mooncloth Hood
687	31411	Gladiator's Mooncloth Leggings
687	31412	Gladiator's Mooncloth Mantle
687	31413	Gladiator's Mooncloth Robe
687	32015	Merciless Gladiator's Mooncloth Gloves
687	32016	Merciless Gladiator's Mooncloth Hood
687	32017	Merciless Gladiator's Mooncloth Leggings
687	32018	Merciless Gladiator's Mooncloth Mantle
687	32019	Merciless Gladiator's Mooncloth Robe
687	33717	Vengeful Gladiator's Mooncloth Gloves
687	33718	Vengeful Gladiator's Mooncloth Hood
687	33719	Vengeful Gladiator's Mooncloth Leggings
687	33720	Vengeful Gladiator's Mooncloth Mantle
687	33721	Vengeful Gladiator's Mooncloth Robe
687	35053	Brutal Gladiator's Mooncloth Gloves
687	35054	Brutal Gladiator's Mooncloth Hood
687	35055	Brutal Gladiator's Mooncloth Leggings
687	35056	Brutal Gladiator's Mooncloth Mantle
687	35057	Brutal Gladiator's Mooncloth Robe
687	42703	Gladiator's Mooncloth Gloves
687	42704	Gladiator's Mooncloth Hood
687	42705	Gladiator's Mooncloth Leggings
687	42706	Gladiator's Mooncloth Mantle
687	42707	Gladiator's Mooncloth Robe
688	31589	Grand Marshal's Kodohide Gloves
688	31590	Grand Marshal's Kodohide Helm
688	31591	Grand Marshal's Kodohide Legguards
688	31592	Grand Marshal's Kodohide Spaulders
688	31593	Grand Marshal's Kodohide Tunic
689	31584	High Warlord's Kodohide Gloves
689	31585	High Warlord's Kodohide Helm
689	31586	High Warlord's Kodohide Legguards
689	31587	High Warlord's Kodohide Spaulders
689	31588	High Warlord's Kodohide Tunic
690	31613	Gladiator's Ornamented Chestguard
690	31614	Gladiator's Ornamented Gloves
690	31616	Gladiator's Ornamented Headcover
690	31618	Gladiator's Ornamented Legplates
690	31619	Gladiator's Ornamented Spaulders
690	32020	Merciless Gladiator's Ornamented Chestguard
690	32021	Merciless Gladiator's Ornamented Gloves
690	32022	Merciless Gladiator's Ornamented Headcover
690	32023	Merciless Gladiator's Ornamented Legplates
690	32024	Merciless Gladiator's Ornamented Spaulders
690	33722	Vengeful Gladiator's Ornamented Chestguard
690	33723	Vengeful Gladiator's Ornamented Gloves
690	33724	Vengeful Gladiator's Ornamented Headcover
690	33725	Vengeful Gladiator's Ornamented Legplates
690	33726	Vengeful Gladiator's Ornamented Spaulders
690	35059	Brutal Gladiator's Ornamented Chestguard
690	35060	Brutal Gladiator's Ornamented Gloves
690	35061	Brutal Gladiator's Ornamented Headcover
690	35062	Brutal Gladiator's Ornamented Legplates
690	35063	Brutal Gladiator's Ornamented Spaulders
690	42635	Gladiator's Ornamented Chestguard
690	42636	Gladiator's Ornamented Gloves
690	42637	Gladiator's Ornamented Headcover
690	42638	Gladiator's Ornamented Legplates
690	42639	Gladiator's Ornamented Spaulders
691	31620	Grand Marshal's Mooncloth Mitts
691	31622	Grand Marshal's Mooncloth Cowl
691	31623	Grand Marshal's Mooncloth Legguards
691	31624	Grand Marshal's Mooncloth Shoulderpads
691	31625	Grand Marshal's Mooncloth Vestments
692	31621	High Warlord's Mooncloth Mitts
692	31626	High Warlord's Mooncloth Cowl
692	31627	High Warlord's Mooncloth Legguards
692	31628	High Warlord's Mooncloth Shoulderpads
692	31629	High Warlord's Mooncloth Vestments
693	31630	Grand Marshal's Ornamented Chestplate
693	31631	Grand Marshal's Ornamented Gloves
693	31632	Grand Marshal's Ornamented Headguard
693	31633	Grand Marshal's Ornamented Leggings
693	31634	Grand Marshal's Ornamented Spaulders
694	31635	High Warlord's Ornamented Chestplate
694	31636	High Warlord's Ornamented Gloves
694	31637	High Warlord's Ornamented Headguard
694	31638	High Warlord's Ornamented Leggings
694	31639	High Warlord's Ornamented Spaulders
695	31640	Grand Marshal's Ringmail Chestguard
695	31641	Grand Marshal's Ringmail Gloves
695	31642	Grand Marshal's Ringmail Headpiece
695	31643	Grand Marshal's Ringmail Legguards
695	31644	Grand Marshal's Ringmail Shoulders
696	31646	High Warlord's Ringmail Chestguard
696	31647	High Warlord's Ringmail Gloves
696	31648	High Warlord's Ringmail Headpiece
696	31649	High Warlord's Ringmail Legguards
696	31650	High Warlord's Ringmail Shoulderpads
697	29600	Blood Guard's Lamellar Gauntlets
697	29601	Blood Guard's Lamellar Sabatons
697	29602	Legionnaire's Lamellar Breastplate
697	29603	Legionnaire's Lamellar Leggings
697	29604	Champion's Lamellar Headguard
697	29605	Champion's Lamellar Shoulders
698	29612	General's Lamellar Boots
698	29613	General's Lamellar Gloves
698	29614	General's Lamellar Legplates
698	29615	Warlord's Lamellar Chestplate
698	29616	Warlord's Lamellar Faceguard
698	29617	Warlord's Lamellar Pauldrons
699	32837	Warglaive of Azzinoth
699	32838	Warglaive of Azzinoth
717	29606	Marshal's Mail Boots
717	29607	Marshal's Mail Gauntlets
717	29608	Marshal's Mail Leggings
717	29609	Field Marshal's Mail Armor
717	29610	Field Marshal's Mail Helm
717	29611	Field Marshal's Mail Spaulders
718	29594	Knight-Lieutenant's Mail Greaves
718	29595	Knight-Lieutenant's Mail Vices
718	29596	Knight-Captain's Mail Hauberk
718	29597	Knight-Captain's Mail Legguards
718	29598	Lieutenant Commander's Mail Headguard
718	29599	Lieutenant Commander's Mail Pauldrons
719	32945	Fist of Molten Fury
719	32946	Claw of Molten Fury
737	28189	Latro's Shifting Sword
737	34703	Latro's Dancing Blade
738	35328	Dreadweave Gloves
738	35329	Dreadweave Hood
738	35330	Dreadweave Leggings
738	35331	Dreadweave Mantle
738	35332	Dreadweave Robe
738	35464	Dreadweave Robe
739	35333	Mooncloth Cowl
739	35334	Mooncloth Legguards
739	35335	Mooncloth Mitts
739	35336	Mooncloth Shoulderpads
739	35337	Mooncloth Vestments
739	35467	Mooncloth Vestments
740	35338	Satin Gloves
740	35339	Satin Hood
740	35340	Satin Leggings
740	35341	Satin Mantle
740	35342	Satin Robe
740	35466	Satin Hood
741	35343	Evoker's Silk Amice
741	35344	Evoker's Silk Cowl
741	35345	Evoker's Silk Handguards
741	35346	Evoker's Silk Raiment
741	35347	Evoker's Silk Trousers
741	35465	Evoker's Silk Amice
742	35356	Dragonhide Gloves
742	35357	Dragonhide Helm
742	35358	Dragonhide Legguards
742	35359	Dragonhide Spaulders
742	35360	Dragonhide Robe
742	35469	Dragonhide Robe
743	35371	Wyrmhide Gloves
743	35372	Wyrmhide Helm
743	35373	Wyrmhide Legguards
743	35374	Wyrmhide Spaulders
743	35375	Wyrmhide Robe
743	35471	Wyrmhide Gloves
744	35361	Kodohide Gloves
744	35362	Kodohide Helm
744	35363	Kodohide Legguards
744	35364	Kodohide Spaulders
744	35365	Kodohide Robe
744	35470	Kodohide Spaulders
745	35366	Opportunist's Leather Gloves
745	35367	Opportunist's Leather Helm
745	35368	Opportunist's Leather Legguards
745	35369	Opportunist's Leather Spaulders
745	35370	Opportunist's Leather Tunic
745	35468	Opportunist's Leather Gloves
746	35386	Seer's Mail Armor
746	35387	Seer's Mail Gauntlets
746	35388	Seer's Mail Helm
746	35389	Seer's Mail Leggings
746	35390	Seer's Mail Spaulders
746	35472	Seer's Mail Armor
747	35391	Seer's Ringmail Chestguard
747	35392	Seer's Ringmail Gloves
747	35393	Seer's Ringmail Headpiece
747	35394	Seer's Ringmail Legguards
747	35395	Seer's Ringmail Shoulderpads
747	35473	Seer's Ringmail Gloves
748	35381	Seer's Linked Armor
748	35382	Seer's Linked Gauntlets
748	35383	Seer's Linked Helm
748	35384	Seer's Linked Leggings
748	35385	Seer's Linked Spaulders
748	35474	Seer's Linked Helm
749	35376	Stalker's Chain Armor
749	35377	Stalker's Chain Gauntlets
749	35378	Stalker's Chain Helm
749	35379	Stalker's Chain Leggings
749	35380	Stalker's Chain Spaulders
749	35475	Stalker's Chain Gauntlets
750	35407	Savage Plate Chestpiece
750	35408	Savage Plate Gauntlets
750	35409	Savage Plate Helm
750	35410	Savage Plate Legguards
750	35411	Savage Plate Shoulders
750	35478	Savage Plate Helm
751	35402	Crusader's Ornamented Chestplate
751	35403	Crusader's Ornamented Gloves
751	35404	Crusader's Ornamented Headguard
751	35405	Crusader's Ornamented Leggings
751	35406	Crusader's Ornamented Spaulders
751	35476	Crusader's Ornamented Spaulders
752	35412	Crusader's Scaled Chestpiece
752	35413	Crusader's Scaled Gauntlets
752	35414	Crusader's Scaled Helm
752	35415	Crusader's Scaled Legguards
752	35416	Crusader's Scaled Shoulders
752	35477	Crusader's Scaled Gauntlets
754	38400	Arctic Chestpiece
754	38401	Arctic Leggings
754	38402	Arctic Shoulderpads
754	38403	Arctic Gloves
754	38404	Arctic Boots
754	38405	Arctic Belt
754	38433	Arctic Wristguards
754	38437	Arctic Helm
754	38591	Dark Arctic Leggings
754	38592	Dark Arctic Chestpiece
755	38417	Nerubian Shoulders
755	38418	Nerubian Belt
755	38419	Nerubian Boots
755	38420	Nerubian Chestguard
755	38421	Nerubian Gloves
755	38422	Nerubian Legguards
755	38435	Nerubian Bracers
755	38439	Nerubian Helm
755	44443	Dark Nerubian Leggings
755	44444	Dark Nerubian Chestpiece
756	38412	Frostscale Belt
756	38413	Frostscale Boots
756	38414	Frostscale Chestguard
756	38415	Frostscale Gloves
756	38416	Frostscale Leggings
756	38424	Frostscale Shoulders
756	38436	Frostscale Bracers
756	38440	Frostscale Helm
756	44436	Dark Frostscale Leggings
756	44437	Dark Frostscale Breastplate
757	38406	Iceborne Belt
757	38407	Iceborne Boots
757	38408	Iceborne Chestguard
757	38409	Iceborne Gloves
757	38410	Iceborne Leggings
757	38411	Iceborne Shoulderpads
757	38434	Iceborne Wristguards
757	38438	Iceborne Helm
757	44440	Dark Iceborne Leggings
757	44441	Dark Iceborne Chestguard
759	37758	Raine's Choker of Combustion
759	37821	Raine's Signet of Blasting
760	40440	Brutal Gladiator's Dreadplate Chestpiece
760	40441	Brutal Gladiator's Dreadplate Gauntlets
760	40442	Brutal Gladiator's Dreadplate Helm
760	40443	Brutal Gladiator's Dreadplate Legguards
760	40444	Brutal Gladiator's Dreadplate Shoulders
761	21524	Red Winter Hat
761	21525	Green Winter Hat
761	34085	Red Winter Clothes
761	34086	Winter Boots
761	34087	Green Winter Clothes
762	33862	Brewfest Regalia
762	33863	Brewfest Dress
762	33864	Brown Brewfest Hat
762	33868	Brewfest Boots
762	33966	Brewfest Slippers
762	33967	Green Brewfest Hat
762	33968	Blue Brewfest Hat
762	33969	Purple Brewfest Hat
763	41512	Frostwoven Wristwraps
763	41513	Frostwoven Shoulders
763	41515	Frostwoven Robe
763	41519	Frostwoven Leggings
763	41520	Frostwoven Boots
763	41521	Frostwoven Cowl
763	41522	Frostwoven Belt
763	41523	Mystic Frostwoven Shoulders
763	41525	Mystic Frostwoven Robe
763	41528	Mystic Frostwoven Wristwraps
763	44211	Frostwoven Gloves
764	41543	Duskweave Belt
764	41544	Duskweave Boots
764	41545	Duskweave Gloves
764	41546	Duskweave Cowl
764	41548	Duskweave Leggings
764	41549	Duskweave Robe
764	41550	Duskweave Shoulders
764	41551	Duskweave Wristwraps
764	41553	Black Duskweave Leggings
764	41554	Black Duskweave Robe
764	41555	Black Duskweave Wristwraps
765	40778	Savage Gladiator's Plate Chestpiece
765	40783	Hateful Gladiator's Plate Chestpiece
765	40786	Deadly Gladiator's Plate Chestpiece
765	40789	Furious Gladiator's Plate Chestpiece
765	40790	Relentless Gladiator's Plate Chestpiece
765	40797	Savage Gladiator's Plate Gauntlets
765	40801	Hateful Gladiator's Plate Gauntlets
765	40804	Deadly Gladiator's Plate Gauntlets
765	40807	Furious Gladiator's Plate Gauntlets
765	40810	Relentless Gladiator's Plate Gauntlets
765	40816	Savage Gladiator's Plate Helm
765	40819	Hateful Gladiator's Plate Helm
765	40823	Deadly Gladiator's Plate Helm
765	40826	Furious Gladiator's Plate Helm
765	40829	Relentless Gladiator's Plate Helm
765	40836	Savage Gladiator's Plate Legguards
765	40840	Hateful Gladiator's Plate Legguards
765	40844	Deadly Gladiator's Plate Legguards
765	40847	Furious Gladiator's Plate Legguards
765	40850	Relentless Gladiator's Plate Legguards
765	40856	Savage Gladiator's Plate Shoulders
765	40859	Hateful Gladiator's Plate Shoulders
765	40862	Deadly Gladiator's Plate Shoulders
765	40866	Furious Gladiator's Plate Shoulders
765	40870	Relentless Gladiator's Plate Shoulders
765	51541	Wrathful Gladiator's Plate Chestpiece
765	51542	Wrathful Gladiator's Plate Gauntlets
765	51543	Wrathful Gladiator's Plate Helm
765	51544	Wrathful Gladiator's Plate Legguards
765	51545	Wrathful Gladiator's Plate Shoulders
766	40780	Savage Gladiator's Scaled Chestpiece
766	40782	Hateful Gladiator's Scaled Chestpiece
766	40785	Deadly Gladiator's Scaled Chestpiece
766	40788	Furious Gladiator's Scaled Chestpiece
766	40792	Relentless Gladiator's Scaled Chestpiece
766	40798	Savage Gladiator's Scaled Gauntlets
