itemset	entry	name	InventoryType
769	41007	Furious Gladiator's Mail Gauntlets	10
769	41008	Relentless Gladiator's Mail Gauntlets	10
769	51510	Wrathful Gladiator's Mail Gauntlets	10
769	40993	Furious Gladiator's Mail Armor	20
769	40995	Relentless Gladiator's Mail Armor	20
769	51509	Wrathful Gladiator's Mail Armor	20
770	41148	Savage Gladiator's Linked Helm	1
770	41149	Hateful Gladiator's Linked Helm	1
770	41150	Deadly Gladiator's Linked Helm	1
770	41151	Furious Gladiator's Linked Helm	1
770	41152	Relentless Gladiator's Linked Helm	1
770	51505	Wrathful Gladiator's Linked Helm	1
770	41208	Savage Gladiator's Linked Spaulders	3
770	41209	Hateful Gladiator's Linked Spaulders	3
770	41210	Deadly Gladiator's Linked Spaulders	3
770	41211	Furious Gladiator's Linked Spaulders	3
770	41212	Relentless Gladiator's Linked Spaulders	3
770	51508	Wrathful Gladiator's Linked Spaulders	3
770	41078	Savage Gladiator's Linked Armor	5
770	41079	Hateful Gladiator's Linked Armor	5
770	41080	Deadly Gladiator's Linked Armor	5
770	41160	Savage Gladiator's Linked Leggings	7
770	41162	Hateful Gladiator's Linked Leggings	7
770	41198	Deadly Gladiator's Linked Leggings	7
770	41199	Furious Gladiator's Linked Leggings	7
770	41200	Relentless Gladiator's Linked Leggings	7
770	51506	Wrathful Gladiator's Linked Leggings	7
770	41134	Savage Gladiator's Linked Gauntlets	10
770	41135	Hateful Gladiator's Linked Gauntlets	10
770	41136	Deadly Gladiator's Linked Gauntlets	10
770	41137	Furious Gladiator's Linked Gauntlets	10
770	41138	Relentless Gladiator's Linked Gauntlets	10
770	51504	Wrathful Gladiator's Linked Gauntlets	10
770	41081	Furious Gladiator's Linked Armor	20
770	41082	Relentless Gladiator's Linked Armor	20
770	51503	Wrathful Gladiator's Linked Armor	20
771	41010	Savage Gladiator's Ringmail Helm	1
771	41011	Hateful Gladiator's Ringmail Helm	1
771	41012	Deadly Gladiator's Ringmail Helm	1
771	41013	Furious Gladiator's Ringmail Helm	1
771	41014	Relentless Gladiator's Ringmail Helm	1
771	51499	Wrathful Gladiator's Ringmail Helm	1
771	41024	Savage Gladiator's Ringmail Spaulders	3
771	41036	Hateful Gladiator's Ringmail Spaulders	3
771	41037	Deadly Gladiator's Ringmail Spaulders	3
771	41038	Furious Gladiator's Ringmail Spaulders	3
771	41039	Relentless Gladiator's Ringmail Spaulders	3
771	51502	Wrathful Gladiator's Ringmail Spaulders	3
771	40986	Savage Gladiator's Ringmail Armor	5
771	40988	Hateful Gladiator's Ringmail Armor	5
771	40990	Deadly Gladiator's Ringmail Armor	5
771	41023	Savage Gladiator's Ringmail Leggings	7
771	41025	Hateful Gladiator's Ringmail Leggings	7
771	41026	Deadly Gladiator's Ringmail Leggings	7
771	41027	Furious Gladiator's Ringmail Leggings	7
771	41028	Relentless Gladiator's Ringmail Leggings	7
771	51500	Wrathful Gladiator's Ringmail Leggings	7
771	40998	Savage Gladiator's Ringmail Gauntlets	10
771	40999	Hateful Gladiator's Ringmail Gauntlets	10
771	41000	Deadly Gladiator's Ringmail Gauntlets	10
771	41001	Furious Gladiator's Ringmail Gauntlets	10
771	41002	Relentless Gladiator's Ringmail Gauntlets	10
771	51498	Wrathful Gladiator's Ringmail Gauntlets	10
771	40992	Furious Gladiator's Ringmail Armor	20
771	40994	Relentless Gladiator's Ringmail Armor	20
771	51497	Wrathful Gladiator's Ringmail Armor	20
772	41154	Savage Gladiator's Chain Helm	1
772	41155	Hateful Gladiator's Chain Helm	1
772	41156	Deadly Gladiator's Chain Helm	1
772	41157	Furious Gladiator's Chain Helm	1
772	41158	Relentless Gladiator's Chain Helm	1
772	51460	Wrathful Gladiator's Chain Helm	1
772	41214	Savage Gladiator's Chain Spaulders	3
772	41215	Hateful Gladiator's Chain Spaulders	3
772	41216	Deadly Gladiator's Chain Spaulders	3
772	41217	Furious Gladiator's Chain Spaulders	3
772	41218	Relentless Gladiator's Chain Spaulders	3
772	51462	Wrathful Gladiator's Chain Spaulders	3
772	41084	Savage Gladiator's Chain Armor	5
772	41085	Hateful Gladiator's Chain Armor	5
772	41086	Deadly Gladiator's Chain Armor	5
772	41087	Furious Gladiator's Chain Armor	5
772	41088	Relentless Gladiator's Chain Armor	5
772	51458	Wrathful Gladiator's Chain Armor	5
772	41202	Savage Gladiator's Chain Leggings	7
772	41203	Hateful Gladiator's Chain Leggings	7
772	41204	Deadly Gladiator's Chain Leggings	7
772	41205	Furious Gladiator's Chain Leggings	7
772	41206	Relentless Gladiator's Chain Leggings	7
772	51461	Wrathful Gladiator's Chain Leggings	7
772	41140	Savage Gladiator's Chain Gauntlets	10
772	41141	Hateful Gladiator's Chain Gauntlets	10
772	41142	Deadly Gladiator's Chain Gauntlets	10
772	41143	Furious Gladiator's Chain Gauntlets	10
772	41144	Relentless Gladiator's Chain Gauntlets	10
772	51459	Wrathful Gladiator's Chain Gauntlets	10
773	41269	Savage Gladiator's Kodohide Helm	1
773	41319	Hateful Gladiator's Kodohide Helm	1
773	41320	Deadly Gladiator's Kodohide Helm	1
773	41321	Furious Gladiator's Kodohide Helm	1
773	41322	Relentless Gladiator's Kodohide Helm	1
773	51421	Wrathful Gladiator's Kodohide Helm	1
773	41271	Savage Gladiator's Kodohide Spaulders	3
773	41273	Hateful Gladiator's Kodohide Spaulders	3
773	41274	Deadly Gladiator's Kodohide Spaulders	3
773	41275	Furious Gladiator's Kodohide Spaulders	3
773	41276	Relentless Gladiator's Kodohide Spaulders	3
773	51424	Wrathful Gladiator's Kodohide Spaulders	3
773	41270	Savage Gladiator's Kodohide Legguards	7
773	41296	Hateful Gladiator's Kodohide Legguards	7
773	41297	Deadly Gladiator's Kodohide Legguards	7
773	41298	Furious Gladiator's Kodohide Legguards	7
773	41299	Relentless Gladiator's Kodohide Legguards	7
773	51422	Wrathful Gladiator's Kodohide Legguards	7
773	41268	Savage Gladiator's Kodohide Gloves	10
773	41284	Hateful Gladiator's Kodohide Gloves	10
773	41286	Deadly Gladiator's Kodohide Gloves	10
773	41287	Furious Gladiator's Kodohide Gloves	10
773	41288	Relentless Gladiator's Kodohide Gloves	10
773	51420	Wrathful Gladiator's Kodohide Gloves	10
773	41272	Savage Gladiator's Kodohide Robes	20
773	41308	Hateful Gladiator's Kodohide Robes	20
773	41309	Deadly Gladiator's Kodohide Robes	20
773	41310	Furious Gladiator's Kodohide Robes	20
773	41311	Relentless Gladiator's Kodohide Robes	20
773	51419	Wrathful Gladiator's Kodohide Robes	20
774	41324	Savage Gladiator's Wyrmhide Helm	1
774	41325	Hateful Gladiator's Wyrmhide Helm	1
774	41326	Deadly Gladiator's Wyrmhide Helm	1
774	41327	Furious Gladiator's Wyrmhide Helm	1
774	41328	Relentless Gladiator's Wyrmhide Helm	1
774	51435	Wrathful Gladiator's Wyrmhide Helm	1
774	41278	Savage Gladiator's Wyrmhide Spaulders	3
774	41279	Hateful Gladiator's Wyrmhide Spaulders	3
774	41280	Deadly Gladiator's Wyrmhide Spaulders	3
774	41281	Furious Gladiator's Wyrmhide Spaulders	3
774	41282	Relentless Gladiator's Wyrmhide Spaulders	3
774	51438	Wrathful Gladiator's Wyrmhide Spaulders	3
774	41301	Savage Gladiator's Wyrmhide Legguards	7
774	41302	Hateful Gladiator's Wyrmhide Legguards	7
774	41303	Deadly Gladiator's Wyrmhide Legguards	7
774	41304	Furious Gladiator's Wyrmhide Legguards	7
774	41305	Relentless Gladiator's Wyrmhide Legguards	7
774	51436	Wrathful Gladiator's Wyrmhide Legguards	7
774	41290	Savage Gladiator's Wyrmhide Gloves	10
774	41291	Hateful Gladiator's Wyrmhide Gloves	10
774	41292	Deadly Gladiator's Wyrmhide Gloves	10
774	41293	Furious Gladiator's Wyrmhide Gloves	10
774	41294	Relentless Gladiator's Wyrmhide Gloves	10
774	51434	Wrathful Gladiator's Wyrmhide Gloves	10
774	41313	Savage Gladiator's Wyrmhide Robes	20
774	41314	Hateful Gladiator's Wyrmhide Robes	20
774	41315	Deadly Gladiator's Wyrmhide Robes	20
774	41316	Furious Gladiator's Wyrmhide Robes	20
774	41317	Relentless Gladiator's Wyrmhide Robes	20
774	51433	Wrathful Gladiator's Wyrmhide Robes	20
775	41675	Savage Gladiator's Dragonhide Helm	1
775	41676	Hateful Gladiator's Dragonhide Helm	1
775	41677	Deadly Gladiator's Dragonhide Helm	1
775	41678	Furious Gladiator's Dragonhide Helm	1
775	41679	Relentless Gladiator's Dragonhide Helm	1
775	51427	Wrathful Gladiator's Dragonhide Helm	1
775	41712	Savage Gladiator's Dragonhide Spaulders	3
775	41713	Hateful Gladiator's Dragonhide Spaulders	3
775	41714	Deadly Gladiator's Dragonhide Spaulders	3
775	41715	Furious Gladiator's Dragonhide Spaulders	3
775	41716	Relentless Gladiator's Dragonhide Spaulders	3
775	51430	Wrathful Gladiator's Dragonhide Spaulders	3
775	41664	Savage Gladiator's Dragonhide Legguards	7
775	41665	Hateful Gladiator's Dragonhide Legguards	7
775	41666	Deadly Gladiator's Dragonhide Legguards	7
775	41667	Furious Gladiator's Dragonhide Legguards	7
775	41668	Relentless Gladiator's Dragonhide Legguards	7
775	51428	Wrathful Gladiator's Dragonhide Legguards	7
775	41770	Savage Gladiator's Dragonhide Gloves	10
775	41771	Hateful Gladiator's Dragonhide Gloves	10
775	41772	Deadly Gladiator's Dragonhide Gloves	10
775	41773	Furious Gladiator's Dragonhide Gloves	10
775	41774	Relentless Gladiator's Dragonhide Gloves	10
775	51426	Wrathful Gladiator's Dragonhide Gloves	10
775	41658	Savage Gladiator's Dragonhide Robes	20
775	41659	Hateful Gladiator's Dragonhide Robes	20
775	41660	Deadly Gladiator's Dragonhide Robes	20
775	41661	Furious Gladiator's Dragonhide Robes	20
775	41662	Relentless Gladiator's Dragonhide Robes	20
775	51425	Wrathful Gladiator's Dragonhide Robes	20
776	41644	Savage Gladiator's Leather Helm	1
776	41670	Hateful Gladiator's Leather Helm	1
776	41671	Deadly Gladiator's Leather Helm	1
776	41672	Furious Gladiator's Leather Helm	1
776	41673	Relentless Gladiator's Leather Helm	1
776	51494	Wrathful Gladiator's Leather Helm	1
776	41646	Savage Gladiator's Leather Spaulders	3
776	41681	Hateful Gladiator's Leather Spaulders	3
776	41682	Deadly Gladiator's Leather Spaulders	3
776	41683	Furious Gladiator's Leather Spaulders	3
776	41684	Relentless Gladiator's Leather Spaulders	3
776	51496	Wrathful Gladiator's Leather Spaulders	3
776	41647	Savage Gladiator's Leather Tunic	5
776	41648	Hateful Gladiator's Leather Tunic	5
776	41649	Deadly Gladiator's Leather Tunic	5
776	41650	Furious Gladiator's Leather Tunic	5
776	41651	Relentless Gladiator's Leather Tunic	5
776	51492	Wrathful Gladiator's Leather Tunic	5
776	41645	Savage Gladiator's Leather Legguards	7
776	41653	Hateful Gladiator's Leather Legguards	7
776	41654	Deadly Gladiator's Leather Legguards	7
776	41655	Furious Gladiator's Leather Legguards	7
776	41656	Relentless Gladiator's Leather Legguards	7
776	51495	Wrathful Gladiator's Leather Legguards	7
776	41643	Savage Gladiator's Leather Gloves	10
776	41765	Hateful Gladiator's Leather Gloves	10
776	41766	Deadly Gladiator's Leather Gloves	10
776	41767	Furious Gladiator's Leather Gloves	10
776	41768	Relentless Gladiator's Leather Gloves	10
776	51493	Wrathful Gladiator's Leather Gloves	10
777	41848	Savage Gladiator's Mooncloth Hood	1
777	41852	Hateful Gladiator's Mooncloth Hood	1
777	41853	Deadly Gladiator's Mooncloth Hood	1
777	41854	Furious Gladiator's Mooncloth Hood	1
777	41855	Relentless Gladiator's Mooncloth Hood	1
777	51484	Wrathful Gladiator's Mooncloth Hood	1
777	41850	Savage Gladiator's Mooncloth Mantle	3
777	41867	Hateful Gladiator's Mooncloth Mantle	3
777	41868	Deadly Gladiator's Mooncloth Mantle	3
777	41869	Furious Gladiator's Mooncloth Mantle	3
777	41870	Relentless Gladiator's Mooncloth Mantle	3
777	51486	Wrathful Gladiator's Mooncloth Mantle	3
777	41849	Savage Gladiator's Mooncloth Leggings	7
777	41862	Hateful Gladiator's Mooncloth Leggings	7
777	41863	Deadly Gladiator's Mooncloth Leggings	7
777	41864	Furious Gladiator's Mooncloth Leggings	7
777	41865	Relentless Gladiator's Mooncloth Leggings	7
777	51485	Wrathful Gladiator's Mooncloth Leggings	7
777	41847	Savage Gladiator's Mooncloth Gloves	10
777	41872	Hateful Gladiator's Mooncloth Gloves	10
777	41873	Deadly Gladiator's Mooncloth Gloves	10
777	41874	Furious Gladiator's Mooncloth Gloves	10
777	41875	Relentless Gladiator's Mooncloth Gloves	10
777	51483	Wrathful Gladiator's Mooncloth Gloves	10
777	41851	Savage Gladiator's Mooncloth Robe	20
777	41857	Hateful Gladiator's Mooncloth Robe	20
777	41858	Deadly Gladiator's Mooncloth Robe	20
777	41859	Furious Gladiator's Mooncloth Robe	20
777	41860	Relentless Gladiator's Mooncloth Robe	20
777	51482	Wrathful Gladiator's Mooncloth Robe	20
778	41912	Savage Gladiator's Satin Hood	1
778	41913	Hateful Gladiator's Satin Hood	1
778	41914	Deadly Gladiator's Satin Hood	1
778	41915	Furious Gladiator's Satin Hood	1
778	41916	Relentless Gladiator's Satin Hood	1
778	51489	Wrathful Gladiator's Satin Hood	1
778	41930	Savage Gladiator's Satin Mantle	3
778	41931	Hateful Gladiator's Satin Mantle	3
778	41933	Deadly Gladiator's Satin Mantle	3
778	41934	Furious Gladiator's Satin Mantle	3
778	41935	Relentless Gladiator's Satin Mantle	3
778	51491	Wrathful Gladiator's Satin Mantle	3
778	41924	Savage Gladiator's Satin Leggings	7
778	41925	Hateful Gladiator's Satin Leggings	7
778	41926	Deadly Gladiator's Satin Leggings	7
778	41927	Furious Gladiator's Satin Leggings	7
778	41928	Relentless Gladiator's Satin Leggings	7
778	51490	Wrathful Gladiator's Satin Leggings	7
778	41937	Savage Gladiator's Satin Gloves	10
778	41938	Hateful Gladiator's Satin Gloves	10
778	41939	Deadly Gladiator's Satin Gloves	10
778	41940	Furious Gladiator's Satin Gloves	10
778	41941	Relentless Gladiator's Satin Gloves	10
778	51488	Wrathful Gladiator's Satin Gloves	10
778	41918	Savage Gladiator's Satin Robe	20
778	41919	Hateful Gladiator's Satin Robe	20
778	41920	Deadly Gladiator's Satin Robe	20
778	41921	Furious Gladiator's Satin Robe	20
778	41922	Relentless Gladiator's Satin Robe	20
778	51487	Wrathful Gladiator's Satin Robe	20
779	41943	Savage Gladiator's Silk Cowl	1
779	41944	Hateful Gladiator's Silk Cowl	1
779	41945	Deadly Gladiator's Silk Cowl	1
779	41946	Furious Gladiator's Silk Cowl	1
779	41947	Relentless Gladiator's Silk Cowl	1
779	51465	Wrathful Gladiator's Silk Cowl	1
779	41962	Savage Gladiator's Silk Amice	3
779	41963	Hateful Gladiator's Silk Amice	3
779	41964	Deadly Gladiator's Silk Amice	3
779	41965	Furious Gladiator's Silk Amice	3
779	41966	Relentless Gladiator's Silk Amice	3
779	51467	Wrathful Gladiator's Silk Amice	3
779	41956	Savage Gladiator's Silk Trousers	7
779	41957	Hateful Gladiator's Silk Trousers	7
779	41958	Deadly Gladiator's Silk Trousers	7
779	41959	Furious Gladiator's Silk Trousers	7
779	41960	Relentless Gladiator's Silk Trousers	7
779	51466	Wrathful Gladiator's Silk Trousers	7
779	41968	Savage Gladiator's Silk Handguards	10
779	41969	Hateful Gladiator's Silk Handguards	10
779	41970	Deadly Gladiator's Silk Handguards	10
779	41971	Furious Gladiator's Silk Handguards	10
779	41972	Relentless Gladiator's Silk Handguards	10
779	51464	Wrathful Gladiator's Silk Handguards	10
779	41949	Savage Gladiator's Silk Raiment	20
779	41950	Hateful Gladiator's Silk Raiment	20
779	41951	Deadly Gladiator's Silk Raiment	20
779	41953	Furious Gladiator's Silk Raiment	20
779	41954	Relentless Gladiator's Silk Raiment	20
779	51463	Wrathful Gladiator's Silk Raiment	20
780	41990	Savage Gladiator's Felweave Cowl	1
780	41991	Hateful Gladiator's Felweave Cowl	1
780	41992	Deadly Gladiator's Felweave Cowl	1
780	41993	Furious Gladiator's Felweave Cowl	1
780	41994	Relentless Gladiator's Felweave Cowl	1
780	41995	LK Arena 6 Warlock Helm	1
780	51538	Wrathful Gladiator's Felweave Cowl	1
780	42008	Savage Gladiator's Felweave Amice	3
780	42009	Hateful Gladiator's Felweave Amice	3
780	42010	Deadly Gladiator's Felweave Amice	3
780	42011	Furious Gladiator's Felweave Amice	3
780	42012	Relentless Gladiator's Felweave Amice	3
780	42013	LK Arena 6 Warlock Shoulders	3
780	51540	Wrathful Gladiator's Felweave Amice	3
780	42002	Savage Gladiator's Felweave Trousers	7
780	42003	Hateful Gladiator's Felweave Trousers	7
780	42004	Deadly Gladiator's Felweave Trousers	7
780	42005	Furious Gladiator's Felweave Trousers	7
780	42006	Relentless Gladiator's Felweave Trousers	7
780	42007	LK Arena 6 Warlock Legs	7
780	51539	Wrathful Gladiator's Felweave Trousers	7
780	42014	Savage Gladiator's Felweave Handguards	10
780	42015	Hateful Gladiator's Felweave Handguards	10
780	42016	Deadly Gladiator's Felweave Handguards	10
780	42017	Furious Gladiator's Felweave Handguards	10
780	42018	Relentless Gladiator's Felweave Handguards	10
780	42019	LK Arena 6 Warlock Gloves	10
780	51537	Wrathful Gladiator's Felweave Handguards	10
780	41996	Savage Gladiator's Felweave Raiment	20
780	41997	Deadly Gladiator's Felweave Raiment	20
780	41998	Furious Gladiator's Felweave Raiment	20
780	41999	Relentless Gladiator's Felweave Raiment	20
780	42000	LK Arena 6 Warlock Chest	20
780	42001	Hateful Gladiator's Felweave Raiment	20
780	51536	Wrathful Gladiator's Felweave Raiment	20
781	43074	Blessed Mantle of Undead Cleansing	3
781	43075	Blessed Trousers of Undead Cleansing	7
781	43073	Blessed Gloves of Undead Cleansing	10
781	43072	Blessed Robe of Undead Cleansing	20
782	43077	Blessed Shoulderpads of Undead Slaying	3
782	43076	Blessed Tunic of Undead Slaying	5
782	43079	Blessed Leggings of Undead Slaying	7
782	43078	Blessed Grips of Undead Slaying	10
783	43081	Blessed Pauldrons of Undead Slaying	3
783	43080	Blessed Hauberk of Undead Slaying	5
783	43083	Blessed Greaves of Undead Slaying	7
783	43082	Blessed Handguards of Undead Slaying	10
784	43068	Blessed Spaulders of Undead Slaying	3
784	43069	Blessed Breastplate of Undead Slaying	5
784	43071	Blessed Legplates of Undead Slaying	7
784	43070	Blessed Gauntlets of Undead Slaying	10
785	23324	Mantle of the Fire Festival	3
785	34683	Sandals of Summer	8
785	34685	Vestment of Summer	20
787	39610	Heroes' Dreadnaught Greathelm	1
787	40546	Valorous Dreadnaught Greathelm	1
787	43742	Heroes' Dreadnaught Greathelm	1
787	39613	Heroes' Dreadnaught Pauldrons	3
787	40548	Valorous Dreadnaught Pauldrons	3
787	43747	Heroes' Dreadnaught Pauldrons	3
787	39611	Heroes' Dreadnaught Breastplate	5
787	40544	Valorous Dreadnaught Breastplate	5
787	43740	Heroes' Dreadnaught Breastplate	5
787	39612	Heroes' Dreadnaught Legguards	7
787	40547	Valorous Dreadnaught Legguards	7
787	43745	Heroes' Dreadnaught Legguards	7
787	39622	Heroes' Dreadnaught Handguards	10
787	40545	Valorous Dreadnaught Handguards	10
788	39605	Heroes' Dreadnaught Helmet	1
788	40528	Valorous Dreadnaught Helmet	1
788	43744	Dreadnaught Helmet	1
788	39608	Heroes' Dreadnaught Shoulderplates	3
788	40530	Valorous Dreadnaught Shoulderplates	3
788	43748	Dreadnaught Shoulderplates	3
788	39606	Heroes' Dreadnaught Battleplate	5
788	40525	Valorous Dreadnaught Battleplate	5
788	43739	Dreadnaught Battleplate	5
788	39607	Heroes' Dreadnaught Legplates	7
788	40529	Valorous Dreadnaught Legplates	7
788	43746	Dreadnaught Legplates	7
788	39609	Heroes' Dreadnaught Gauntlets	10
788	40527	Valorous Dreadnaught Gauntlets	10
788	43741	Dreadnaught Gauntlets	10
788	43743	Heroes' Dreadnaught Gauntlets	10
789	39635	Heroes' Redemption Helm	1
789	40576	Valorous Redemption Helm	1
789	43801	Heroes' Redemption Helm	1
789	39637	Heroes' Redemption Shoulderplates	3
789	40578	Valorous Redemption Shoulderplates	3
789	43805	Heroes' Redemption Shoulderplates	3
789	39633	Heroes' Redemption Chestpiece	5
789	40574	Valorous Redemption Chestpiece	5
789	43794	Heroes' Redemption Chestpiece	5
789	39636	Heroes' Redemption Legplates	7
789	40577	Valorous Redemption Legplates	7
789	43803	Heroes' Redemption Legplates	7
789	39634	Heroes' Redemption Gauntlets	10
789	40575	Valorous Redemption Gauntlets	10
789	43796	Heroes' Redemption Gauntlets	10
790	39628	Heroes' Redemption Headpiece	1
790	40571	Valorous Redemption Headpiece	1
790	43800	Redemption Headpiece	1
790	39631	Heroes' Redemption Spaulders	3
790	40573	Valorous Redemption Spaulders	3
790	43806	Redemption Spaulders	3
790	39629	Heroes' Redemption Tunic	5
790	40569	Valorous Redemption Tunic	5
790	43807	Redemption Tunic	5
790	39630	Heroes' Redemption Greaves	7
790	40572	Valorous Redemption Greaves	7
790	43798	Redemption Greaves	7
790	39632	Heroes' Redemption Gloves	10
790	40570	Valorous Redemption Gloves	10
790	43797	Redemption Gloves	10
791	39640	Heroes' Redemption Faceguard	1
791	40581	Valorous Redemption Faceguard	1
791	43795	Heroes' Redemption Faceguard	1
791	39642	Heroes' Redemption Shoulderguards	3
791	40584	Valorous Redemption Shoulderguards	3
791	43804	Heroes' Redemption Shoulderguards	3
791	39638	Heroes' Redemption Breastplate	5
791	40579	Valorous Redemption Breastplate	5
791	43793	Heroes' Redemption Breastplate	5
791	39641	Heroes' Redemption Legguards	7
791	40583	Valorous Redemption Legguards	7
791	43802	Heroes' Redemption Legguards	7
791	39639	Heroes' Redemption Handguards	10
791	40580	Valorous Redemption Handguards	10
791	43799	Heroes' Redemption Handguards	10
792	39619	Heroes' Scourgeborne Helmet	1
792	40554	Valorous Scourgeborne Helmet	1
792	43815	Heroes' Scourgeborne Helmet	1
792	39621	Heroes' Scourgeborne Shoulderplates	3
792	40557	Valorous Scourgeborne Shoulderplates	3
792	43819	Heroes' Scourgeborne Shoulderplates	3
792	39617	Heroes' Scourgeborne Battleplate	5
792	40550	Valorous Scourgeborne Battleplate	5
792	43809	Heroes' Scourgeborne Battleplate	5
792	39620	Heroes' Scourgeborne Legplates	7
792	40556	Valorous Scourgeborne Legplates	7
792	43817	Heroes' Scourgeborne Legplates	7
792	39618	Heroes' Scourgeborne Gauntlets	10
792	40552	Valorous Scourgeborne Gauntlets	10
792	43813	Heroes' Scourgeborne Gauntlets	10
793	39625	Heroes' Scourgeborne Faceguard	1
793	40565	Valorous Scourgeborne Faceguard	1
793	43812	Heroes' Scourgeborne Faceguard	1
793	39627	Heroes' Scourgeborne Pauldrons	3
793	40568	Valorous Scourgeborne Pauldrons	3
793	43818	Heroes' Scourgeborne Pauldrons	3
793	39623	Heroes' Scourgeborne Chestguard	5
793	40559	Valorous Scourgeborne Chestguard	5
793	43811	Heroes' Scourgeborne Chestguard	5
793	39626	Heroes' Scourgeborne Legguards	7
793	40567	Valorous Scourgeborne Legguards	7
793	43816	Heroes' Scourgeborne Legguards	7
793	39624	Heroes' Scourgeborne Handguards	10
793	40563	Valorous Scourgeborne Handguards	10
793	43814	Heroes' Scourgeborne Handguards	10
794	39578	Heroes' Cryptstalker Headpiece	1
794	40505	Valorous Cryptstalker Headpiece	1
794	43735	Heroes' Cryptstalker Headpiece	1
794	39581	Heroes' Cryptstalker Spaulders	3
794	40507	Valorous Cryptstalker Spaulders	3
794	43737	Heroes' Cryptstalker Spaulders	3
794	39579	Heroes' Cryptstalker Tunic	5
794	40503	Valorous Cryptstalker Tunic	5
794	43738	Heroes' Cryptstalker Tunic	5
794	39580	Heroes' Cryptstalker Legguards	7
794	40506	Valorous Cryptstalker Legguards	7
794	43736	Heroes' Cryptstalker Legguards	7
794	39582	Heroes' Cryptstalker Handguards	10
794	40504	Valorous Cryptstalker Handguards	10
794	43734	Heroes' Cryptstalker Handguards	10
795	39602	Heroes' Earthshatter Faceguard	1
795	40521	Valorous Earthshatter Faceguard	1
795	39604	Heroes' Earthshatter Shoulderguards	3
795	40524	Valorous Earthshatter Shoulderguards	3
795	43774	Heroes' Earthshatter Shoulderguards	3
795	39597	Heroes' Earthshatter Chestguard	5
795	40523	Valorous Earthshatter Chestguard	5
795	43762	Earthshatter Chestguard	5
795	43775	Heroes' Earthshatter Chestguard	5
795	39603	Heroes' Earthshatter War-Kilt	7
795	40522	Valorous Earthshatter War-Kilt	7
795	43776	Earthshatter War-Kilt	7
795	39601	Heroes' Earthshatter Grips	10
795	40520	Valorous Earthshatter Grips	10
796	39594	Heroes' Earthshatter Helm	1
796	40516	Valorous Earthshatter Helm	1
796	43763	Heroes' Earthshatter Helm	1
796	43769	Heroes' Earthshatter Helm	1
796	39596	Heroes' Earthshatter Shoulderpads	3
796	40518	Valorous Earthshatter Shoulderpads	3
796	43773	Heroes' Earthshatter Shoulderpads	3
796	39592	Heroes' Earthshatter Hauberk	5
796	40514	Valorous Earthshatter Hauberk	5
796	43767	Earthshatter Hauberk	5
796	39595	Heroes' Earthshatter Kilt	7
796	40517	Valorous Earthshatter Kilt	7
796	43770	Heroes' Earthshatter Kilt	7
796	39593	Heroes' Earthshatter Gloves	10
796	40515	Valorous Earthshatter Gloves	10
796	43764	Heroes' Earthshatter Gloves	10
796	43765	Heroes' Earthshatter Gloves	10
796	43766	Heroes' Earthshatter Gloves	10
797	39583	Heroes' Earthshatter Headpiece	1
797	40510	Valorous Earthshatter Headpiece	1
797	43768	Heroes' Earthshatter Headpiece	1
797	39590	Heroes' Earthshatter Spaulders	3
797	40513	Valorous Earthshatter Spaulders	3
797	43772	Heroes' Earthshatter Spaulders	3
797	39588	Heroes' Earthshatter Tunic	5
797	40508	Valorous Earthshatter Tunic	5
797	39589	Heroes' Earthshatter Legguards	7
797	40512	Valorous Earthshatter Legguards	7
797	43771	Heroes' Earthshatter Legguards	7
797	39591	Heroes' Earthshatter Handguards	10
797	40509	Valorous Earthshatter Handguards	10
798	39553	Heroes' Dreamwalker Headguard	1
798	40473	Valorous Dreamwalker Headguard	1
798	39556	Heroes' Dreamwalker Shoulderpads	3
798	40494	Valorous Dreamwalker Shoulderpads	3
798	39555	Heroes' Dreamwalker Legguards	7
798	40493	Valorous Dreamwalker Legguards	7
798	39557	Heroes' Dreamwalker Handgrips	10
798	40472	Valorous Dreamwalker Handgrips	10
798	39554	Heroes' Dreamwalker Raiments	20
798	40471	Valorous Dreamwalker Raiments	20
799	39531	Heroes' Dreamwalker Headpiece	1
799	40461	Valorous Dreamwalker Headpiece	1
799	43749	Heroes' Dreamwalker Headpiece	1
799	43753	Heroes' Dreamwalker Headpiece	1
799	43754	Heroes' Dreamwalker Headpiece	1
799	39542	Heroes' Dreamwalker Spaulders	3
799	40465	Valorous Dreamwalker Spaulders	3
799	43757	Heroes' Dreamwalker Spaulders	3
799	43758	Heroes' Dreamwalker Spaulders	3
799	43759	Heroes' Dreamwalker Spaulders	3
799	39539	Heroes' Dreamwalker Leggings	7
799	40462	Valorous Dreamwalker Leggings	7
799	43755	Heroes' Dreamwalker Leggings	7
799	43756	Heroes' Dreamwalker Leggings	7
799	43760	Heroes' Dreamwalker Leggings	7
799	39543	Heroes' Dreamwalker Handguards	10
799	40460	Valorous Dreamwalker Handguards	10
799	43750	Heroes' Dreamwalker Handguards	10
799	43751	Heroes' Dreamwalker Handguards	10
799	43752	Heroes' Dreamwalker Handguards	10
799	39538	Heroes' Dreamwalker Robe	20
799	40463	Valorous Dreamwalker Robe	20
799	43761	Heroes' Dreamwalker Robe	20
799	43820	Heroes' Dreamwalker Robe	20
799	43822	Heroes' Dreamwalker Robe	20
